/time,/acc,/act/pos,/act/vel,/mes/pos,/mes/vel,/est/pos,/est/vel,/noise/random,/noise/gussian
0.22,0.9822872507286886,0.010783759303216093,0.1342011654714423,0.010783759303216093,0.1342011654714423,0.010783759303216093,0.1342011654714423,0.19212188116699758,-0.805888140991972
0.23,0.9921147013144779,0.012175376692996242,0.1441223124845871,0.012175376692996242,0.1441223124845871,0.012175376692996242,0.1441223124845871,0.5303914549086796,1.553158050034256
0.24,0.9980267284282716,0.013666501154263527,0.15410257976886982,0.013666501154263527,0.15410257976886982,0.013666501154263527,0.15410257976886982,0.7337911995378814,0.042965941920248524
0.25,1.0,0.015257526951952224,0.16410257976886983,0.015257526951952224,0.16410257976886983,0.015257526951952224,0.16410257976886983,0.036801780953221175,-0.7422062470943177
0.26,0.9980267284282716,0.016948454086062336,0.17408284705315255,0.016948454086062336,0.17408284705315255,0.016948454086062336,0.17408284705315255,0.6518844581275872,-0.7657403073553921
0.27,0.9921147013144778,0.018738888291659588,0.18400399406629733,0.018738888291659588,0.18400399406629733,0.018738888291659588,0.18400399406629733,0.5561609818426795,0.2856065712294476
0.28,0.9822872507286886,0.020628042594858995,0.19382686657358422,0.020628042594858995,0.19382686657358422,0.020628042594858995,0.19382686657358422,0.16460614133766882,0.4131304054199267
0.29,0.9685831611286312,0.022614740418651268,0.20351269818487053,0.022614740418651268,0.20351269818487053,0.022614740418651268,0.20351269818487053,0.6062399665967737,-1.2779296144729437
0.3,0.9510565162951536,0.02469742022631473,0.21302326334782207,0.02469742022631473,0.21302326334782207,0.02469742022631473,0.21302326334782207,0.5527216089184143,0.10834736520759847
0.31,0.9297764858882513,0.02687414168408736,0.22232102820670457,0.02687414168408736,0.22232102820670457,0.02687414168408736,0.22232102820670457,0.8082427495844945,0.36547470665953863
0.32,0.9048270524660195,0.029142593318777707,0.23136929873136478,0.029142593318777707,0.23136929873136478,0.029142593318777707,0.23136929873136478,0.4049690993975352,1.0579781145523766
0.33,0.8763066800438635,0.03150010164009355,0.24013236553180342,0.03150010164009355,0.24013236553180342,0.03150010164009355,0.24013236553180342,0.8226747407050062,1.2538000294188478
0.34,0.844327925502015,0.033943641691686684,0.24857564478682356,0.033943641691686684,0.24857564478682356,0.033943641691686684,0.24857564478682356,0.7963357838150001,0.32898651705308735
0.35000000000000003,0.8090169943749475,0.03646984898927366,0.25666581473057304,0.03646984898927366,0.25666581473057304,0.03646984898927366,0.25666581473057304,0.8965169061651416,-0.2185851257186083
0.36,0.7705132427757893,0.039075032798718184,0.2643709471583309,0.039075032798718184,0.2643709471583309,0.039075032798718184,0.2643709471583309,0.28644945505973063,0.24036036242496744
0.37,0.7289686274214114,0.041755190701672565,0.27166063343254504,0.041755190701672565,0.27166063343254504,0.041755190701672565,0.27166063343254504,0.5359264157334079,1.0980165839731846
0.38,0.6845471059286888,0.04450602439129445,0.27850610449183194,0.04450602439129445,0.27850610449183194,0.04450602439129445,0.27850610449183194,0.3755283938851287,1.7102888952518371
0.39,0.6374239897486899,0.04732295663570021,0.28488034438931886,0.04732295663570021,0.28488034438931886,0.04732295663570021,0.28488034438931886,0.2200723792047008,0.8409847872330961
0.4,0.5877852522924732,0.05020114934220802,0.2907581969122436,0.05020114934220802,0.2907581969122436,0.05020114934220802,0.2907581969122436,0.455508114380653,-0.851620163155476
0.41000000000000003,0.5358267949789967,0.0531355226510794,0.2961164648620335,0.0531355226510794,0.2961164648620335,0.0531355226510794,0.2961164648620335,0.6280458246790368,0.6972282145541534
0.42,0.4817536741017156,0.05612077498340482,0.30093400160305067,0.05612077498340482,0.30093400160305067,0.05612077498340482,0.30093400160305067,0.14611076324932903,1.0282019385023022
0.43,0.4257792915650729,0.05915140396401358,0.3051917945187014,0.05915140396401358,0.3051917945187014,0.05915140396401358,0.3051917945187014,0.5099079885295564,0.8277433799979956
0.44,0.36812455268467814,0.06222172813683483,0.30887304004554816,0.06222172813683483,0.30887304004554816,0.06222172813683483,0.30887304004554816,0.3435166105154447,-1.143484588831582
0.45,0.3090169943749475,0.06532590938700907,0.31196320998929766,0.06532590938700907,0.31196320998929766,0.06532590938700907,0.31196320998929766,0.2070789987400481,-0.6414798926122816
0.46,0.24868988716485482,0.06845797598126029,0.3144501088609462,0.06845797598126029,0.3144501088609462,0.06845797598126029,0.3144501088609462,0.32181724317103233,-0.3088877842041618
0.47000000000000003,0.18738131458572457,0.07161184613559904,0.3163239220068035,0.07161184613559904,0.3163239220068035,0.07161184613559904,0.3163239220068035,0.23333372123606666,1.7512106590161032
0.48,0.12533323356430454,0.07478135201734529,0.31757725434244655,0.07478135201734529,0.31757725434244655,0.07478135201734529,0.31757725434244655,0.682811035640195,0.8332518301884353
0.49,0.06279051952931358,0.07796026408674622,0.3182051595377397,0.07796026408674622,0.3182051595377397,0.07796026408674622,0.3182051595377397,0.5788205021951914,-0.06788828255908433
0.5,1.2246467991473532e-16,0.08114231568212361,0.3182051595377397,0.08114231568212361,0.3182051595377397,0.08114231568212361,0.3182051595377397,0.01951120998180278,-2.0759994332269955
0.51,-0.06279051952931335,0.08432122775152454,0.31757725434244655,0.08432122775152454,0.31757725434244655,0.08432122775152454,0.31757725434244655,0.4669613434304194,-0.7418200382241158
0.52,-0.12533323356430429,0.08749073363327078,0.3163239220068035,0.08749073363327078,0.3163239220068035,0.08749073363327078,0.3163239220068035,0.6119643961893741,-0.8472581953241847
0.53,-0.18738131458572477,0.09064460378760952,0.3144501088609462,0.09064460378760952,0.3144501088609462,0.09064460378760952,0.3144501088609462,0.6216256839996789,1.2168485475929387
0.54,-0.24868988716485502,0.09377667038186074,0.31196320998929766,0.09377667038186074,0.31196320998929766,0.09377667038186074,0.31196320998929766,0.3072173876150769,0.012237681032272345
0.55,-0.30901699437494773,0.09688085163203497,0.30887304004554816,0.09688085163203497,0.30887304004554816,0.09688085163203497,0.30887304004554816,0.7947587226289389,-0.8310703819661593
0.56,-0.3681245526846783,0.09995117580485623,0.3051917945187014,0.09995117580485623,0.3051917945187014,0.09995117580485623,0.3051917945187014,0.8586998887064302,-1.7921344010794555
0.5700000000000001,-0.42577929156507266,0.10298180478546498,0.30093400160305067,0.10298180478546498,0.30093400160305067,0.10298180478546498,0.30093400160305067,0.591120839701145,0.5305689869219025
0.58,-0.481753674101715,0.1059670571177904,0.2961164648620335,0.1059670571177904,0.2961164648620335,0.1059670571177904,0.2961164648620335,0.6011140495485467,-0.8736313983031874
0.59,-0.5358267949789964,0.1089014304266618,0.2907581969122436,0.1089014304266618,0.2907581969122436,0.1089014304266618,0.2907581969122436,0.7360310710608994,1.072916177716404
0.6,-0.587785252292473,0.11177962313316961,0.28488034438931886,0.11177962313316961,0.28488034438931886,0.11177962313316961,0.28488034438931886,0.1801666165638367,-1.153524170710451
0.61,-0.6374239897486896,0.11459655537757536,0.27850610449183194,0.11459655537757536,0.27850610449183194,0.11459655537757536,0.27850610449183194,0.10592405795261273,0.6175931660748256
0.62,-0.6845471059286887,0.11734738906719726,0.27166063343254504,0.11734738906719726,0.27166063343254504,0.11734738906719726,0.27166063343254504,0.7027934805884205,-0.0037770396927366114
0.63,-0.7289686274214113,0.12002754697015164,0.2643709471583309,0.12002754697015164,0.2643709471583309,0.12002754697015164,0.2643709471583309,0.5131185425541989,1.4315853271542858
0.64,-0.7705132427757894,0.12263273077959616,0.25666581473057304,0.12263273077959616,0.25666581473057304,0.12263273077959616,0.25666581473057304,0.7838119393262776,1.0773575744996045
0.65,-0.8090169943749473,0.12515893807718315,0.24857564478682356,0.12515893807718315,0.24857564478682356,0.12515893807718315,0.24857564478682356,0.7730666301995407,0.4622559942133682
0.66,-0.8443279255020153,0.1276024781287763,0.24013236553180342,0.1276024781287763,0.24013236553180342,0.1276024781287763,0.24013236553180342,0.7642435865245671,1.4714994950656852
0.67,-0.8763066800438636,0.12995998645009213,0.23136929873136478,0.12995998645009213,0.23136929873136478,0.12995998645009213,0.23136929873136478,0.6685233092828802,-0.8808925758096157
0.68,-0.9048270524660198,0.1322284380847825,0.22232102820670457,0.1322284380847825,0.22232102820670457,0.1322284380847825,0.22232102820670457,0.6093904831841488,0.03450050322359689
0.6900000000000001,-0.9297764858882515,0.1344051595425551,0.21302326334782207,0.1344051595425551,0.21302326334782207,0.1344051595425551,0.21302326334782207,0.7250774881105065,0.27835470987362676
0.7000000000000001,-0.9510565162951535,0.13648783935021858,0.20351269818487053,0.13648783935021858,0.20351269818487053,0.13648783935021858,0.20351269818487053,0.4326214886256958,1.3436036289818112
0.71,-0.968583161128631,0.13847453717401087,0.19382686657358422,0.13847453717401087,0.19382686657358422,0.13847453717401087,0.19382686657358422,0.8872153628468927,-1.3923958958602172
0.72,-0.9822872507286887,0.14036369147721028,0.18400399406629733,0.14036369147721028,0.18400399406629733,0.14036369147721028,0.18400399406629733,0.35779896665050814,0.9299921549140434
0.73,-0.9921147013144778,0.14215412568280755,0.17408284705315255,0.14215412568280755,0.17408284705315255,0.14215412568280755,0.17408284705315255,0.9362341750369486,-1.5094343152682494
0.74,-0.9980267284282716,0.14384505281691767,0.16410257976886983,0.14384505281691767,0.16410257976886983,0.14384505281691767,0.16410257976886983,0.7960757626399796,-0.8370484985289346
0.75,-1.0,0.1454360786146064,0.15410257976886982,0.1454360786146064,0.15410257976886982,0.1454360786146064,0.15410257976886982,0.8651148382930651,-1.0724251978461803
0.76,-0.9980267284282716,0.14692720307587367,0.1441223124845871,0.14692720307587367,0.1441223124845871,0.14692720307587367,0.1441223124845871,0.8460749351865892,0.6860917557200565
0.77,-0.9921147013144779,0.14831882046565384,0.1342011654714423,0.14831882046565384,0.1342011654714423,0.14831882046565384,0.1342011654714423,0.022028709339119823,-0.27277518241798415
0.78,-0.9822872507286887,0.14961171775783183,0.12437829296415542,0.14961171775783183,0.12437829296415542,0.14961171775783183,0.12437829296415542,0.3798670971600372,-0.5721701217329905
0.79,-0.9685831611286311,0.15080707152941697,0.11469246135286912,0.15080707152941697,0.11469246135286912,0.15080707152941697,0.11469246135286912,0.29924504409711206,-1.0610699694525403
0.8,-0.9510565162951536,0.1519064433171309,0.10518189618991758,0.1519064433171309,0.10518189618991758,0.1519064433171309,0.10518189618991758,0.6169285413139202,0.9482867290194209
0.81,-0.9297764858882512,0.15291177345473567,0.09588413133103507,0.15291177345473567,0.09588413133103507,0.15291177345473567,0.09588413133103507,0.5287598520175623,0.44624102953595995
0.8200000000000001,-0.9048270524660196,0.1538253734154227,0.08683586080637487,0.1538253734154227,0.08683586080637487,0.1538253734154227,0.08683586080637487,0.418216899680237,0.5400206277879568
0.8300000000000001,-0.8763066800438634,0.15464991668948427,0.07807279400593624,0.15464991668948427,0.07807279400593624,0.15464991668948427,0.07807279400593624,0.36636376753150124,0.9661383482004454
0.84,-0.8443279255020155,0.15538842823326854,0.06962951475091608,0.15538842823326854,0.06962951475091608,0.15538842823326854,0.06962951475091608,0.21748319734973465,1.7531350254062454
0.85,-0.8090169943749476,0.15604427253105896,0.06153934480716661,0.15604427253105896,0.06153934480716661,0.15604427253105896,0.06153934480716661,0.28668137536024885,1.0530396500258503
0.86,-0.7705132427757896,0.1566211403169918,0.05383421237940871,0.1566211403169918,0.05383421237940871,0.1566211403169918,0.05383421237940871,0.6920949606954584,-0.2858925953430753
0.87,-0.7289686274214116,0.15712303400941482,0.0465445261051946,0.15712303400941482,0.0465445261051946,0.15712303400941482,0.0465445261051946,0.7804488257323928,-1.8234166721720197
0.88,-0.684547105928689,0.15755425191517033,0.03969905504590771,0.15755425191517033,0.03969905504590771,0.15755425191517033,0.03969905504590771,0.5393315417154494,-0.2672776378426139
0.89,-0.6374239897486896,0.15791937126614197,0.03332481514842082,0.15791937126614197,0.03332481514842082,0.15791937126614197,0.03332481514842082,0.4562253294303593,0.24010067651955502
0.9,-0.5877852522924734,0.15822323015501155,0.027446962625496084,0.15822323015501155,0.027446962625496084,0.15822323015501155,0.027446962625496084,0.0015103144597503615,1.0336295602746102
0.91,-0.5358267949789963,0.15847090844151757,0.022088694675706122,0.15847090844151757,0.022088694675706122,0.15847090844151757,0.022088694675706122,0.20555709140736977,-1.3692142637890004
0.92,-0.4817536741017153,0.15866770770456953,0.017271157934688967,0.15866770770456953,0.017271157934688967,0.15866770770456953,0.017271157934688967,0.2600425023892863,-0.3331094458276005
0.93,-0.4257792915650722,0.15881913031933817,0.013013365019038246,0.15881913031933817,0.013013365019038246,0.15881913031933817,0.013013365019038246,0.8971112135815893,-0.764443761119459
0.9400000000000001,-0.36812455268467786,0.1589308577418943,0.009332119492191468,0.1589308577418943,0.009332119492191468,0.1589308577418943,0.009332119492191468,0.22342031079172253,-1.2844856010843522
0.9500000000000001,-0.3090169943749476,0.15900872808709748,0.006241949548441992,0.15900872808709748,0.006241949548441992,0.15900872808709748,0.006241949548441992,0.37353108477523833,-0.5324645796778346
0.96,-0.24868988716485535,0.15905871308822364,0.003755050676793438,0.15905871308822364,0.003755050676793438,0.15905871308822364,0.003755050676793438,0.15158970009425765,0.9983516649030018
0.97,-0.18738131458572468,0.15908689452926228,0.001881237530936191,0.15908689452926228,0.001881237530936191,0.15908689452926228,0.001881237530936191,0.36753802794416646,-1.451053501502078
0.98,-0.12533323356430465,0.15909944024289344,0.0006279051952931445,0.15909944024289344,0.0006279051952931445,0.15909944024289344,0.0006279051952931445,0.34408708698329826,2.8043979037741558
0.99,-0.06279051952931326,0.1591025797688699,1.1817803680091998e-17,0.1591025797688699,1.1817803680091998e-17,0.1591025797688699,1.1817803680091998e-17,0.017021180057533836,-0.09408939813427653
1.0,-2.4492935982947064e-16,0.1591025797688699,9.368510081797291e-18,0.1591025797688699,9.368510081797291e-18,0.1591025797688699,9.368510081797291e-18,0.5714178725316964,-0.6833103206475817
1.01,0.06279051952931278,0.15910571929484638,0.0006279051952931371,0.15910571929484638,0.0006279051952931371,0.15910571929484638,0.0006279051952931371,0.8510825788340811,-0.7258310287110197
1.02,0.12533323356430418,0.15911826500847753,0.001881237530936179,0.15911826500847753,0.001881237530936179,0.15911826500847753,0.001881237530936179,0.589829834049297,-0.7485794184649953
1.03,0.1873813145857242,0.1591464464495162,0.003755050676793421,0.1591464464495162,0.003755050676793421,0.1591464464495162,0.003755050676793421,0.4504592150041272,1.7519425776792628
1.04,0.24868988716485488,0.15919643145064238,0.00624194954844197,0.15919643145064238,0.00624194954844197,0.15919643145064238,0.00624194954844197,0.5911484825905293,-2.345676847553802
1.05,0.3090169943749472,0.15927430179584554,0.009332119492191442,0.15927430179584554,0.009332119492191442,0.15927430179584554,0.009332119492191442,0.27609449783958195,0.17592230763017544
1.06,0.3681245526846782,0.1593860292184017,0.013013365019038225,0.1593860292184017,0.013013365019038225,0.1593860292184017,0.013013365019038225,0.019503428279879498,0.7845185625794501
1.07,0.42577929156507255,0.15953745183317034,0.01727115793468895,0.15953745183317034,0.01727115793468895,0.15953745183317034,0.01727115793468895,0.11544040422714064,0.5684994591379212
1.08,0.48175367410171566,0.15973425109622233,0.022088694675706108,0.15973425109622233,0.022088694675706108,0.15973425109622233,0.022088694675706108,0.4689617989117524,0.25763930355502046
1.09,0.5358267949789967,0.15998192938272834,0.027446962625496077,0.15998192938272834,0.027446962625496077,0.15998192938272834,0.027446962625496077,0.9856275197398634,-0.7440395112578296
1.1,0.5877852522924736,0.16028578827159792,0.03332481514842081,0.16028578827159792,0.03332481514842081,0.16028578827159792,0.03332481514842081,0.07429263703334843,-1.5786343680889257
1.11,0.6374239897486899,0.16065090762256956,0.03969905504590771,0.16065090762256956,0.03969905504590771,0.16065090762256956,0.03969905504590771,0.2708542202521306,1.1496333329259663
1.12,0.6845471059286893,0.16108212552832507,0.046544526105194606,0.16108212552832507,0.046544526105194606,0.16108212552832507,0.046544526105194606,0.2561823828976847,-0.24984265731224523
1.1300000000000001,0.7289686274214118,0.16158401922074808,0.053834212379408726,0.16158401922074808,0.053834212379408726,0.16158401922074808,0.053834212379408726,0.7209331797983385,-0.32600768321401624
1.1400000000000001,0.7705132427757893,0.16216088700668096,0.06153934480716662,0.16216088700668096,0.06153934480716662,0.16216088700668096,0.06153934480716662,0.8456879165082068,-1.7975716509492645
1.1500000000000001,0.8090169943749478,0.16281673130447136,0.0696295147509161,0.16281673130447136,0.0696295147509161,0.16281673130447136,0.0696295147509161,0.4628320297255688,-0.2860304082798673
1.16,0.8443279255020147,0.16355524284825562,0.07807279400593624,0.16355524284825562,0.07807279400593624,0.16355524284825562,0.07807279400593624,0.722873728876152,-0.21181518684926842
1.17,0.8763066800438631,0.16437978612231718,0.08683586080637487,0.16437978612231718,0.08683586080637487,0.16437978612231718,0.08683586080637487,0.8214868670617811,1.0158375373264665
1.18,0.9048270524660194,0.16529338608300423,0.09588413133103507,0.16529338608300423,0.09588413133103507,0.16529338608300423,0.09588413133103507,0.6747498753192636,0.7147399806521485
1.19,0.9297764858882511,0.166298716220609,0.10518189618991758,0.166298716220609,0.10518189618991758,0.166298716220609,0.10518189618991758,0.18783678707870755,0.45103025124953505
1.2,0.9510565162951535,0.16739808800832293,0.11469246135286912,0.16739808800832293,0.11469246135286912,0.16739808800832293,0.11469246135286912,0.228726292494425,1.4226310855969775
1.21,0.968583161128631,0.16859344177990804,0.12437829296415542,0.16859344177990804,0.12437829296415542,0.16859344177990804,0.12437829296415542,0.2745688719446764,0.042049990291346
1.22,0.9822872507286886,0.16988633907208603,0.1342011654714423,0.16988633907208603,0.1342011654714423,0.16988633907208603,0.1342011654714423,0.40598223163736036,-1.2376005931072274
1.23,0.9921147013144778,0.17127795646186617,0.1441223124845871,0.17127795646186617,0.1441223124845871,0.17127795646186617,0.1441223124845871,0.1225810140631407,1.5892445917536453
1.24,0.9980267284282716,0.17276908092313345,0.15410257976886982,0.17276908092313345,0.15410257976886982,0.17276908092313345,0.15410257976886982,0.3456043931384838,-0.1305014597962497
1.25,1.0,0.17436010672082214,0.16410257976886983,0.17436010672082214,0.16410257976886983,0.17436010672082214,0.16410257976886983,0.9713294871076474,-0.03227312551691065
1.26,0.9980267284282716,0.17605103385493226,0.17408284705315255,0.17605103385493226,0.17408284705315255,0.17605103385493226,0.17408284705315255,0.11494582237308837,0.7069634882434248
1.27,0.9921147013144779,0.1778414680605295,0.18400399406629733,0.1778414680605295,0.18400399406629733,0.1778414680605295,0.18400399406629733,0.33552352166853394,0.8167989448034381
1.28,0.9822872507286886,0.17973062236372891,0.19382686657358422,0.17973062236372891,0.19382686657358422,0.17973062236372891,0.19382686657358422,0.8337750829391124,0.5649361411157838
1.29,0.9685831611286311,0.18171732018752118,0.20351269818487053,0.18171732018752118,0.20351269818487053,0.18171732018752118,0.20351269818487053,0.7296805435353468,-0.6868312134509122
1.3,0.9510565162951536,0.18379999999518465,0.21302326334782207,0.18379999999518465,0.21302326334782207,0.18379999999518465,0.21302326334782207,0.5762123672350049,-0.23104028594475362
1.31,0.9297764858882517,0.1859767214529573,0.22232102820670457,0.1859767214529573,0.22232102820670457,0.1859767214529573,0.22232102820670457,0.8473093446098456,0.17783161401704053
1.32,0.9048270524660192,0.18824517308764763,0.23136929873136478,0.18824517308764763,0.23136929873136478,0.18824517308764763,0.23136929873136478,0.5047995942102748,-0.22651488478526186
1.33,0.8763066800438634,0.19060268140896347,0.24013236553180342,0.19060268140896347,0.24013236553180342,0.19060268140896347,0.24013236553180342,0.8097531555734762,-1.4813886427341254
1.34,0.8443279255020151,0.1930462214605566,0.24857564478682356,0.1930462214605566,0.24857564478682356,0.1930462214605566,0.24857564478682356,0.08932715156235072,-0.41567818911416227
1.35,0.8090169943749477,0.1955724287581436,0.25666581473057304,0.1955724287581436,0.25666581473057304,0.1955724287581436,0.25666581473057304,0.5132551409470472,-0.06349974553050604
1.36,0.7705132427757886,0.19817761256758812,0.2643709471583309,0.19817761256758812,0.2643709471583309,0.19817761256758812,0.2643709471583309,0.6301286881367154,-1.7291078553104722
1.37,0.728968627421411,0.2008577704705425,0.27166063343254504,0.2008577704705425,0.27166063343254504,0.2008577704705425,0.27166063343254504,0.33027346990493445,1.0130915752930187
1.3800000000000001,0.6845471059286884,0.20360860416016438,0.27850610449183194,0.20360860416016438,0.27850610449183194,0.20360860416016438,0.27850610449183194,0.7171917834647786,1.0781307599612946
1.3900000000000001,0.6374239897486897,0.20642553640457015,0.28488034438931886,0.20642553640457015,0.28488034438931886,0.20642553640457015,0.28488034438931886,0.997710896141504,0.1987179514974171
1.4000000000000001,0.5877852522924734,0.20930372911107795,0.2907581969122436,0.20930372911107795,0.2907581969122436,0.20930372911107795,0.2907581969122436,0.29492700959699913,-0.8077188873106792
1.41,0.5358267949789972,0.21223810241994934,0.2961164648620336,0.21223810241994934,0.2961164648620336,0.21223810241994934,0.2961164648620336,0.7556921923666154,0.6050103530955664
1.42,0.4817536741017162,0.21522335475227478,0.3009340016030507,0.21522335475227478,0.3009340016030507,0.21522335475227478,0.3009340016030507,0.5008286063480912,2.0068760711477434
1.43,0.42577929156507394,0.21825398373288354,0.3051917945187015,0.21825398373288354,0.3051917945187015,0.21825398373288354,0.3051917945187015,0.45268703357321516,-1.0378897176276285
1.44,0.368124552684678,0.22132430790570481,0.3088730400455483,0.22132430790570481,0.3088730400455483,0.22132430790570481,0.3088730400455483,0.8578237825456403,-0.9342796895292758
1.45,0.3090169943749478,0.22442848915587904,0.3119632099892978,0.22442848915587904,0.3119632099892978,0.22442848915587904,0.3119632099892978,0.3627134492252395,0.5614854239584943
1.46,0.2486898871648555,0.22756055575013026,0.3144501088609463,0.22756055575013026,0.3144501088609463,0.22756055575013026,0.3144501088609463,0.7826863827557065,1.2679896511457989
1.47,0.18738131458572568,0.23071442590446903,0.3163239220068036,0.23071442590446903,0.3163239220068036,0.23071442590446903,0.3163239220068036,0.7127774846470933,-1.054712571846267
1.48,0.1253332335643039,0.23388393178621528,0.31757725434244666,0.23388393178621528,0.31757725434244666,0.23388393178621528,0.31757725434244666,0.5351685738037666,0.47338378572605033
1.49,0.06279051952931339,0.2370628438556162,0.3182051595377398,0.2370628438556162,0.3182051595377398,0.2370628438556162,0.3182051595377398,0.14618985414543628,0.3735769543564299
1.5,3.6739403974420594e-16,0.24024489545099362,0.3182051595377398,0.24024489545099362,0.3182051595377398,0.24024489545099362,0.3182051595377398,0.7966355847780985,0.7736302147854774
1.51,-0.06279051952931265,0.24342380752039455,0.3175772543424467,0.24342380752039455,0.3175772543424467,0.24342380752039455,0.3175772543424467,0.578767035535323,-1.289632526182064
1.52,-0.12533323356430318,0.2465933134021408,0.3163239220068037,0.2465933134021408,0.3163239220068037,0.2465933134021408,0.3163239220068037,0.329732382966745,2.2221388819571515
1.53,-0.18738131458572496,0.24974718355647954,0.31445010886094643,0.24974718355647954,0.31445010886094643,0.24974718355647954,0.31445010886094643,0.5034742032461361,0.8049177452202914
1.54,-0.24868988716485477,0.25287925015073076,0.3119632099892979,0.25287925015073076,0.3119632099892979,0.25287925015073076,0.3119632099892979,0.18426283842190794,-1.5289543977494404
1.55,-0.30901699437494706,0.25598343140090496,0.30887304004554844,0.25598343140090496,0.30887304004554844,0.25598343140090496,0.30887304004554844,0.11442453213540249,1.3494107571113167
1.56,-0.36812455268467725,0.25905375557372623,0.30519179451870165,0.25905375557372623,0.30519179451870165,0.25905375557372623,0.30519179451870165,0.21087194967355105,-0.5628411241308763
1.57,-0.42577929156507327,0.26208438455433497,0.3009340016030509,0.26208438455433497,0.3009340016030509,0.26208438455433497,0.3009340016030509,0.16585088738167586,0.010635546575896443
1.58,-0.48175367410171555,0.26506963688666035,0.29611646486203375,0.26506963688666035,0.29611646486203375,0.26506963688666035,0.29611646486203375,0.5168776817070425,-0.6955091213385795
1.59,-0.5358267949789965,0.2680040101955317,0.2907581969122438,0.2680040101955317,0.2907581969122438,0.2680040101955317,0.2907581969122438,0.11542759770334865,-1.049456300753301
1.6,-0.5877852522924728,0.2708822029020395,0.2848803443893191,0.2708822029020395,0.2848803443893191,0.2708822029020395,0.2848803443893191,0.5643070348675048,0.22762354827502845
